Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486340255_ref_NZ_	NODE_371_length_28824_cov_17.248_ID_741
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486343639_ref_NZ_	NODE_9901_length_1054_cov_17.4034_ID_19801
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486336721_ref_NZ_	NODE_929_length_12955_cov_17.1581_ID_1857	NODE_4573_length_2290_cov_18.1842_ID_9145
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486339898_ref_NZ_	NODE_4553_length_2406_cov_17.5853_ID_9105
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486338278_ref_NZ_	NODE_1943_length_5702_cov_17.5491_ID_3885
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486335614_ref_NZ_	NODE_77_length_97305_cov_17.7189_ID_153	NODE_77_length_97305_cov_17.7189_ID_153
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486340152_ref_NZ_	NODE_5381_length_2023_cov_16.997_ID_10761
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486340238_ref_NZ_	NODE_5585_length_1944_cov_17.0783_ID_11169
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486335405_ref_NZ_	NODE_1009_length_11788_cov_17.0841_ID_2017
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486343815_ref_NZ_	NODE_10356_length_1002_cov_17.4308_ID_20711
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486335545_ref_NZ_	NODE_707_length_16744_cov_18.1842_ID_1413	NODE_707_length_16744_cov_18.1842_ID_1413
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486344295_ref_NZ_	NODE_996_length_12006_cov_17.5083_ID_1991	NODE_1424_length_7788_cov_17.3125_ID_2847	NODE_1941_length_5597_cov_16.5777_ID_3881
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486335073_ref_NZ_	NODE_678_length_17365_cov_17.1253_ID_1355
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486344506_ref_NZ_	NODE_433_length_25372_cov_17.2702_ID_865
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486335927_ref_NZ_	NODE_2328_length_4728_cov_17.1838_ID_4655	NODE_2972_length_3704_cov_16.6626_ID_5943	NODE_3078_length_3582_cov_16.7255_ID_6155
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486337693_ref_NZ_	NODE_707_length_16744_cov_18.1842_ID_1413
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486336483_ref_NZ_	NODE_1205_length_9610_cov_17.2286_ID_2409
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486333049_ref_NZ_	NODE_102_length_77436_cov_17.2062_ID_203	NODE_2113_length_5101_cov_17.9451_ID_4225
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486340677_ref_NZ_	NODE_6487_length_1666_cov_16.7455_ID_12973
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486340218_ref_NZ_	NODE_3078_length_3582_cov_16.7255_ID_6155
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486339236_ref_NZ_	NODE_3894_length_2829_cov_16.9286_ID_7787
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486342077_ref_NZ_	NODE_8043_length_1321_cov_17.3491_ID_16085
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486338958_ref_NZ_	NODE_2917_length_3780_cov_17.3973_ID_5833	NODE_4394_length_2503_cov_1173.04_ID_8787
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486334592_ref_NZ_	NODE_811_length_14694_cov_17.2724_ID_1621	NODE_856_length_13917_cov_17.3062_ID_1711	NODE_856_length_13917_cov_17.3062_ID_1711
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486342303_ref_NZ_	NODE_8015_length_1328_cov_17.0314_ID_16029
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486337135_ref_NZ_	NODE_1482_length_7576_cov_17.3254_ID_2963
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486340193_ref_NZ_	NODE_811_length_14694_cov_17.2724_ID_1621	NODE_265_length_36876_cov_17.1799_ID_529	NODE_265_length_36876_cov_17.1799_ID_529
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486333486_ref_NZ_	NODE_410_length_26525_cov_17.4488_ID_819	NODE_410_length_26525_cov_17.4488_ID_819
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486344205_ref_NZ_	NODE_371_length_28824_cov_17.248_ID_741
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486334296_ref_NZ_	NODE_436_length_25231_cov_17.4892_ID_871	NODE_436_length_25231_cov_17.4892_ID_871
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486342355_ref_NZ_	NODE_3922_length_2812_cov_16.9416_ID_7843
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486344039_ref_NZ_	NODE_10513_length_986_cov_18.1149_ID_21025
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486341859_ref_NZ_	NODE_7970_length_1336_cov_17.3638_ID_15939
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486338079_ref_NZ_	NODE_77_length_97305_cov_17.7189_ID_153
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486333972_ref_NZ_	NODE_77_length_97305_cov_17.7189_ID_153
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486340370_ref_NZ_	NODE_5512_length_1975_cov_17.0323_ID_11023
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486340494_ref_NZ_	NODE_6275_length_1724_cov_17.2762_ID_12549
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486340399_ref_NZ_	NODE_6208_length_1741_cov_17.2189_ID_12415
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486341195_ref_NZ_	NODE_7140_length_1507_cov_17.4532_ID_14279
