Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486340255_ref_NZ_	scaffold12163_26.5
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486343639_ref_NZ_	C8256865_29.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486340138_ref_NZ_	scaffold5400_24.5
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486336721_ref_NZ_	scaffold12183_27.1	C8279031_31.0	C8281413_26.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486339898_ref_NZ_	C8279333_26.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486338278_ref_NZ_	C8286191_26.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486335614_ref_NZ_	scaffold12041_26.5	scaffold12041_26.5	C8285779_25.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486340152_ref_NZ_	C8276207_28.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486342077_ref_NZ_	C8265151_28.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486340238_ref_NZ_	C8275635_26.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486335405_ref_NZ_	scaffold4298_25.3
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486343815_ref_NZ_	C8254667_29.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486335545_ref_NZ_	scaffold1474_26.2	scaffold1474_26.2	C8276639_27.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486344295_ref_NZ_	scaffold11986_26.4	C8265933_29.0	C8286165_24.0	C8287161_26.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486335073_ref_NZ_	scaffold1578_26.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486344506_ref_NZ_	scaffold827_25.1
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486335927_ref_NZ_	scaffold11632_27.5	scaffold11836_25.7	C8285419_25.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486337693_ref_NZ_	C8281063_28.0	C8281543_27.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486336483_ref_NZ_	scaffold12199_26.6
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486333049_ref_NZ_	scaffold824_25.6	scaffold12064_25.7	C8286995_25.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486340677_ref_NZ_	C8272003_27.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486340218_ref_NZ_	scaffold11836_25.7
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486339236_ref_NZ_	C8281429_25.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486341017_ref_NZ_	C8270351_25.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486338958_ref_NZ_	C8256733_24.0	C8284071_27.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486334592_ref_NZ_	scaffold501_24.3	scaffold1424_26.4	scaffold10243_26.0	C8274409_28.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486342303_ref_NZ_	scaffold8592_25.2
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486337135_ref_NZ_	scaffold12122_26.7
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486340193_ref_NZ_	scaffold9827_26.2	scaffold9827_26.2	scaffold12172_23.3	C8284117_26.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486333486_ref_NZ_	scaffold12082_26.0	C8286095_25.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486344205_ref_NZ_	scaffold12163_26.5
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486334296_ref_NZ_	scaffold12204_26.0	C8271709_24.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486342355_ref_NZ_	C8263885_26.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486344039_ref_NZ_	C8253519_29.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486341859_ref_NZ_	C8264159_30.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486338079_ref_NZ_	scaffold11558_26.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486333972_ref_NZ_	scaffold11558_26.0	scaffold11847_25.6	C8268757_24.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486340370_ref_NZ_	C8275381_28.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486340494_ref_NZ_	C8272749_28.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486340399_ref_NZ_	C8273111_29.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486341195_ref_NZ_	C8269479_28.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486343066_ref_NZ_	C8257205_23.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486341656_ref_NZ_	scaffold10581_28.2
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486338732_ref_NZ_	scaffold1757_26.3
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486333220_ref_NZ_	scaffold3367_26.2	scaffold5098_23.7	scaffold6434_24.9	C8245657_22.0	C8272445_26.0	C8286953_27.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486343393_ref_NZ_	scaffold8214_26.4	scaffold12026_26.4	C8279773_27.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486340833_ref_NZ_	scaffold1435_27.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486337368_ref_NZ_	scaffold12183_27.1	C8281903_25.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486340024_ref_NZ_	scaffold9729_27.5
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486336978_ref_NZ_	C8284693_24.0	C8284781_26.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486334865_ref_NZ_	scaffold12158_26.4
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486337492_ref_NZ_	C8286657_28.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486343234_ref_NZ_	C8261069_28.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486341393_ref_NZ_	scaffold3677_26.1	scaffold3677_26.1	scaffold12203_25.3	C8281961_25.0	C8285069_26.0	C8286367_26.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486338497_ref_NZ_	scaffold396_26.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486332849_ref_NZ_	scaffold2813_23.3	scaffold4867_26.1	scaffold6133_26.1	scaffold7697_25.6	C8218727_40.0	C8274057_27.0	C8279007_26.0	C8280685_27.0	C8285947_25.0	C8287239_25.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486342567_ref_NZ_	C8260231_27.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486337922_ref_NZ_	scaffold169_25.6
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486335652_ref_NZ_	scaffold1101_26.0	scaffold11667_24.1	C8254917_23.0	C8286759_25.0	C8286863_26.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486336302_ref_NZ_	scaffold8388_25.0	C8282527_27.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486342708_ref_NZ_	C8260613_27.0
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486342870_ref_NZ_	scaffold82_28.3
Chloroflexi_bacterium_SCGC_AB-629-P13_gi_486336058_ref_NZ_	scaffold10095_26.9
