Enterobacteriaceae_bacterium_LSJC7_gi_483282930_ref_NZ_	S_S1_C3908
Enterobacteriaceae_bacterium_LSJC7_gi_483282521_ref_NZ_	S_S1_C11704	S_S1_C12805	S_S1_C26333
Enterobacteriaceae_bacterium_LSJC7_gi_483283287_ref_NZ_	S_S1_C25117
Enterobacteriaceae_bacterium_LSJC7_gi_483283352_ref_NZ_	S_S1_C39204
Enterobacteriaceae_bacterium_LSJC7_gi_483282499_ref_NZ_	S_S1_C10213	S_S1_C18494	S_S1_C20712	S_S1_C22758	S_S1_C33118	S_S1_C42195	S_S1_C42444	S_S1_C44224	S_S1_C46419	S_S1_C50554
Enterobacteriaceae_bacterium_LSJC7_gi_483283107_ref_NZ_	S_S1_C46763
Enterobacteriaceae_bacterium_LSJC7_gi_483282957_ref_NZ_	S_S1_C55488
Enterobacteriaceae_bacterium_LSJC7_gi_483283473_ref_NZ_	S_S1_C168
Enterobacteriaceae_bacterium_LSJC7_gi_483283425_ref_NZ_	S_S1_C27753
Enterobacteriaceae_bacterium_LSJC7_gi_483282441_ref_NZ_	S_S1_C29835	S_S1_C54379
Enterobacteriaceae_bacterium_LSJC7_gi_483282552_ref_NZ_	S_S1_C18291	S_S1_C40697	S_S1_C40896
Enterobacteriaceae_bacterium_LSJC7_gi_483283077_ref_NZ_	S_S1_C17251	S_S1_C46915
Enterobacteriaceae_bacterium_LSJC7_gi_483282575_ref_NZ_	S_S1_C13367
Enterobacteriaceae_bacterium_LSJC7_gi_483283219_ref_NZ_	S_S1_C5500	S_S1_C31058
Enterobacteriaceae_bacterium_LSJC7_gi_483282898_ref_NZ_	S_S1_C5221
Enterobacteriaceae_bacterium_LSJC7_gi_483283180_ref_NZ_	S_S1_C7658
Enterobacteriaceae_bacterium_LSJC7_gi_483282699_ref_NZ_	S_S1_C7898
Enterobacteriaceae_bacterium_LSJC7_gi_483282996_ref_NZ_	S_S1_C24045
Enterobacteriaceae_bacterium_LSJC7_gi_483282470_ref_NZ_	S_S1_C10223	S_S1_C15150	S_S1_C15686	S_S1_C16415	S_S1_C30650	S_S1_C32251	S_S1_C44269	S_S1_C44674	S_S1_C50160	S_S1_C51599	S_S1_C51931
Enterobacteriaceae_bacterium_LSJC7_gi_483283045_ref_NZ_	S_S1_C46232
Enterobacteriaceae_bacterium_LSJC7_gi_483282759_ref_NZ_	S_S1_C41677
Enterobacteriaceae_bacterium_LSJC7_gi_483283648_ref_NZ_	S_S1_C52757
Enterobacteriaceae_bacterium_LSJC7_gi_483283371_ref_NZ_	S_S1_C46568
Enterobacteriaceae_bacterium_LSJC7_gi_483282863_ref_NZ_	S_S1_C12935	S_S1_C25848	S_S1_C52246
